m1,m2,m3,m4,m5,m6,m7,m8,m9,k1,k2,k3,k4,k5,k6,k7,k8,k9,c1,c2,c3,c4,c5,c6,c7,c8,c9,wave_name,T_1,a_max,a_avg,drift_max,drift_avg
314248.65503259195,260445.5112737246,104957.13748900793,212926.5048134238,35675.80652619904,278485.02986370825,72124.67648305293,96185.38998588029,121694.6300676497,10661648.01487004,179265467.39516026,169297359.25242606,170307773.16050795,1006995.4249231683,101127086.43274441,7817664.333021079,29054135.845308997,48602305.36720081,2028509.033030901,7528736.215483173,11465874.733650366,9764581.684973305,12038391.769645382,4237559.047942218,11752251.352768566,6292633.532130899,9084396.02481276,RSN900_LANDERS_YER270,2.41253016175532,5.640830914413884,3.32615151271725,0.009618699291616007,0.0074073780937235845
474883.442739531,105438.16963917109,168308.66537268396,149374.52390812323,116735.06670289602,100322.35403533572,343503.4659186277,196340.52113893398,119897.66820732059,8810396.380191093,136384689.91138616,110923359.79047799,53992805.983685546,24151246.907583192,75634472.96454261,76002509.09498951,69745385.09225015,33800662.46437441,2224275.4100774643,8655591.457617566,13148071.860210415,3507688.166554387,15392757.451777514,10329144.668644803,3721506.742744268,11476026.055617018,10661872.65902211,RSN143_TABAS_TAB-T1,3.0429604355668682,12.404505108969847,10.90016384258756,0.0208981252556338,0.014975744586988126
390459.6828204564,355982.7083789533,153343.31610256803,254185.67176136273,211857.3050552755,364713.777475589,310659.5977239899,285773.45010232774,495629.7309152715,13080380.037033472,106354825.04352774,187445382.09349644,5238798.139502677,110841878.68784584,151022133.99370188,92681981.15544747,77296094.49075696,35999712.77350777,1839711.7236137174,6435155.059336805,8102909.207612459,11760422.669626063,13922469.938998014,13008139.372825317,11649186.85650756,5466641.60978164,2055647.50036342,RSN178_IMPVALL.H_H-E03140,2.723240278298937,5.187447400129793,4.090624290519524,0.011333323825783856,0.00760836738996334
33039.74346839097,427930.88725360757,382245.6293403121,348112.2783384714,216196.79680930707,99661.31499456006,425871.5961745936,204079.6961010895,385828.80138126895,7692698.977811538,167473108.37557268,5462418.028330413,118935041.68719104,135960933.34470016,47961608.05981999,45886673.445872515,60150859.71771015,17362283.162561044,2474103.2733228076,569218.7981038755,4571955.998034417,8868130.203909213,18098327.821694143,12760995.34412473,15170594.746625386,2917357.579023839,5674816.286332693,RSN79_SFERN_PAS000,2.8963229942627935,1.258902573530324,1.0824720180980887,0.0023566016334963164,0.0021230432916419673
54253.66549587528,479271.129363894,465248.2707003439,306555.35828919243,289787.8924963999,107658.62746619186,183784.57746799002,293398.38429044734,375494.7124753193,5277293.694680943,84696674.66911092,126649727.55725698,173302942.678199,28875031.136055212,40578659.767438956,17134627.767854102,49323169.32888543,10835179.564700486,4384514.93459735,15541295.759000368,6092576.365640194,13766672.156697137,8587492.16510274,10950387.968582528,13625365.87290959,12112542.447257815,10302352.643254582,RSN1602_DUZCE_BOL000,2.5998476184098287,10.66868170789979,8.203026839266448,0.011620682341204804,0.009769586555076438
455997.8386409291,394247.97739180544,49533.23792634426,414787.60147250775,60758.77359672826,484875.21915788227,89866.57735408463,86687.85007488883,252974.6462779768,5857045.676016254,128097800.62264386,47475083.73776582,83717798.1259406,162167195.6074975,41621886.54844397,99141005.26974739,10069384.249217955,16368369.37467749,5510170.995209221,3584985.547622964,7876119.388612055,8356235.38976278,16375229.563672533,8233594.27371636,10196682.766547563,9474756.25863732,2708392.6559273256,RSN6959_DARFIELD_REHSN02E,3.2077673521147725,5.44160746986873,4.41005236535305,0.012976969996233524,0.009952382229021296
421619.8423883324,378490.265197676,382356.2965648804,164160.23783141735,101831.12263666077,93622.20728473265,203170.96516619797,219752.01104530034,337345.99077497324,17441208.059764113,63077706.60599308,24945312.23827355,148581929.34094295,82839854.32324205,125619750.91476724,83148401.95909356,72511360.05197331,8591329.9294688,2950613.6353122736,16652349.443460533,3142758.444692486,8550318.577236664,6752706.945567357,8076067.232164506,9942192.211758006,10356036.07249714,7858082.40531469,RSN99_HOLLISTR_A-HCH271,2.639000455749515,2.415557844057251,2.0201991104320753,0.0013450667720525007,0.0012198885801404566
23503.59180662789,168371.7694649638,102312.93232919,147880.55287961473,492577.2696811035,11504.752531453678,293052.62697384245,334820.7134107164,218474.83719137698,17378903.472109567,33576067.90984029,65120646.429535195,47720841.817856975,20155151.160320826,107407156.28165261,85799657.80091916,37927362.249196514,9781566.804190952,4207799.982594992,6513767.370999904,12863444.755177747,8037225.934052344,6005491.229897043,13686875.284506219,13382062.147157231,1171199.6902050048,10719828.565618698,RSN3965_TOTTORI_TTR008EW,2.783065319335717,7.60428382817547,5.19835254943678,0.012342648165742189,0.009964154629502781
416134.2096669414,37157.57771125884,275310.3546045676,367749.76586930075,199773.74442964327,203873.08430135212,129279.06547471303,130685.0247037537,172961.32474688193,16641649.506045341,121603544.56773911,32624202.085071463,27756756.20492267,152417826.15381756,20700298.74350181,113690597.72653548,74767244.43599994,22712213.79231885,2989629.7149093486,11262845.96587687,17089287.5930191,15492191.651442237,5473753.949872793,12463842.974895883,7264282.935856838,2820924.0119116097,2042932.387072235,RSN2114_DENALI_PS10-047,2.6333234898119535,6.98349241944729,5.246016270841979,0.02498284918373568,0.017372955675375633
222355.77161839398,257319.79452015276,74851.1430207666,119379.41348821254,417448.4339978056,444000.48224418284,359251.82209522056,381134.06110925035,241060.3926086687,2299727.942367496,200995338.43052673,84723574.91861828,13818348.60982765,61337682.70664778,24009550.059758734,29686605.190924942,12854332.413157223,38054826.42562138,4863665.2723949235,17720556.068029717,6386752.621790946,12645457.663835535,9719557.38059547,9088206.4482467,1150514.1860484767,2869597.328183577,2778031.5515319225,RSN180_IMPVALL.H_H-E05140,2.859084652878053,6.922325466508031,5.241703340185711,0.011663258655790244,0.00939028199183434
311768.7770311921,355871.0900888748,229360.10476156653,169799.59021318864,144568.92593429616,304784.59702194383,267801.9511793279,300623.4983205564,148099.54237663033,11289637.15424654,115172210.13176167,78015468.45252226,75496144.4963785,105989799.16405475,142925732.08748275,113930636.48229945,66707414.21996892,30697515.96459536,1300693.679792101,17518596.513554044,6717464.753634842,4663545.16973783,4405628.272644081,13849673.947693862,13520431.447768254,3755741.168997866,6759645.810510382,RSN1045_NORTHR_WPI046,2.3860952471842083,6.148721947117558,4.490691983427627,0.037114287193593234,0.02430445934055754
319575.3037087453,182135.4312795567,437438.51197375584,383925.1583427738,45689.74551774675,101518.16683851494,400441.80651446135,435644.2751814056,58122.2876820825,15090572.89237016,63976846.66162876,39107191.198040895,158696169.56886595,10339937.66975388,25225667.84052057,109531631.08320807,78212229.73149091,18925761.94542173,2071637.1688052907,18410889.821425095,18539760.880043793,18481189.864814498,7183982.044959189,12537489.439233683,1646147.2273173686,4583673.406719383,6569710.836354724,RSN3475_CHICHI.06_TCU080E,2.527027016060964,5.6637306760062645,4.700795753938333,0.006860472213284152,0.004832554258936725
23564.64141943916,78136.69984084119,385057.4525622079,132601.6059820464,447094.73378979694,298574.39275690337,429848.1575766764,428473.0556011682,258207.8324813268,2642696.6042114496,212706696.2645557,1141941.016731093,117166059.65828475,70868012.4901944,1822393.5044931262,115166579.01941739,78016470.02023974,53873494.77494017,2149966.750195655,10922935.294884086,7666103.704428718,12227995.062617954,3009918.3197326725,4507167.942148406,3395704.9029062437,5931188.634787992,1744305.2584366135,RSN8606_SIERRA.MEX_CIWESHNN,4.5768463889671684,3.6448442037629203,3.0286114304427665,0.005463826376349682,0.0049084246693101505
278870.09660343535,135281.823629712,140705.78800711271,409148.5474275186,444793.54518852883,469306.74557405885,386242.7111115339,63163.38714944489,144498.9066647773,2927486.626432778,64009860.443069264,192402159.50490764,108334690.41391699,98938759.73384885,120853510.6720194,51474970.6612461,53828695.887183785,10942225.649177888,1398979.4051596746,11767289.27114557,16134868.630734606,8098168.550666248,324626.47745085345,5589818.889698608,7262429.671441046,12385604.958998682,8682974.248937016,RSN28_PARKF_C12320,2.975523498342929,0.9383578656649941,0.7561718133410856,0.002074955484454458,0.0018785989582883844
341591.7689501065,209506.88786453893,180990.97979229648,160958.486025064,283471.27214823855,190685.81289994437,163376.45410718422,368009.16594362445,293494.3353095043,14899143.103661597,24144526.629379433,78111509.6794242,141157952.49646205,152262435.0903713,56746044.308839135,15147442.263269633,42887500.71077617,32101200.254786167,4137814.36091058,9222010.79547851,16786939.902830828,3204579.7606744827,9633471.187624093,9888573.93710695,11010060.634564102,16624.07625605732,8556741.410826087,RSN4458_MONTENE.GRO_ULO090,2.4164206668608306,4.95029757987293,3.408335826652951,0.012411590118891718,0.009647282226566585
459037.1311110569,180352.40003012205,385377.3916886252,311246.8320882641,38632.29659830331,233132.2128219618,301914.7677180734,327931.457973332,260288.56422708754,11142265.018957874,66623421.19418198,23051778.60839151,71778685.131944,71544093.45333555,142279503.73380893,2132847.051514516,20508147.33935941,10205403.588167239,2195334.9602627414,15709754.24451377,436437.34735551575,1176847.9320752358,5138730.989874715,3637200.415754882,11418696.60875001,1109051.5527400032,7581574.347347554,RSN8161_SIERRA.MEX_E12360,3.2712296178384386,5.568459561583801,4.225680414621532,0.0102629530457049,0.00872011839248293
401258.75935480115,139918.71995156028,213558.72933234222,297177.5645791723,439289.4118316585,293730.8941032912,238266.86740736538,150940.8346459777,49668.053644741565,12263999.970233904,76457303.5922191,132672858.82581398,119082667.22813651,88512757.29948969,74120916.31690703,99277393.42810406,77762041.37492986,15233086.22531336,2852838.475542712,14308881.330723979,9884042.75555742,469892.93274801987,10442593.004132083,3667136.3065330954,334448.9688979454,9016557.295695111,9351780.220727522,RSN33_PARKF_TMB295,2.673349656317531,3.866712022613155,2.9630902156359245,0.0027770882007959376,0.0024775580229571357
413563.7902687193,292164.06906775385,459209.06426963524,326157.2043906022,83788.589164815,469933.2579407282,158767.47260178762,303289.39409663173,247391.30023516933,9227788.043193392,211500933.80705068,168897849.01771277,161426704.65240186,32350662.28084076,85306157.74317445,77733767.86862516,67987709.56180553,23075859.742166862,2118403.1470925133,11396535.4028418,12348124.751014158,5540288.524079444,6347095.256225248,1461116.1153714329,463172.5036937012,3029501.1377829276,10089303.749657925,RSN1051_NORTHR_PUL104,2.820632602436096,18.924885705069045,16.63272666879492,0.008456658483439048,0.005493719138575708
