m1,m2,m3,m4,m5,m6,m7,m8,m9,k1,k2,k3,k4,k5,k6,k7,k8,k9,c1,c2,c3,c4,c5,c6,c7,c8,c9,wave_name,T_1,a_max,a_avg,drift_max,drift_avg
457132.0872954601,180757.63608102014,170723.63182756308,48070.02448680455,325295.9436544971,306482.44517000014,119967.01210544711,116949.14648430022,214068.68312930892,14425497.722567832,95428778.01831026,105672812.56387767,20354736.83794561,63633775.351612225,143696883.59583455,86955869.9688624,65827458.40079564,27998945.885706134,2804216.2756046094,16568727.853944272,16593798.87567436,9934448.76513233,13684862.034896668,5145655.855063191,12738479.555673588,4877202.5103505505,8472037.14270415,RSN1045_NORTHR_WPI316,2.7992851159788636,5.157042883400965,3.5807069363225787,0.017712121779691673,0.012854915835452146
162387.1985914441,106117.21072044865,394539.02345702896,416754.1280990089,361289.8936117199,263519.75526962575,61128.1746823571,22549.19674320114,42296.83435159906,9045851.751230832,205991646.11613518,79296018.11853866,77208334.43440244,61260859.145686835,4021360.094161221,10665411.49072985,61828730.872611105,40338286.347390875,3500279.3332673996,17284371.811816145,5308808.511079392,35464.947750501124,9497267.492997527,11784181.826519331,13083791.54423386,5989142.91866951,7328828.547136148,RSN6_IMPVALL.I_I-ELC270,2.5713326394009877,3.7528658586823127,2.979358513813189,0.0077340605199684356,0.006936666018338863
142343.315017837,65498.85894460645,58049.752178801384,132741.82964199578,353840.1428822405,111799.55294615886,213326.23353928744,105171.69578767115,19348.61156825924,15370866.920934333,147582451.23228127,161069906.5314273,100441034.97965775,105891893.58853972,124264285.47009207,16515452.879877673,49365647.42834896,20684036.11254728,1487490.3227571393,8503140.699839346,18687294.356831066,7004375.090049587,16712276.30574206,7676159.074007139,10234544.690132236,9505804.965008922,5463547.306569347,RSN14_KERN_SBA042,2.223131929289664,1.6672916922159964,1.257629248637816,0.0030630810451411816,0.002810579670297936
396210.9411775061,298261.66387425194,48028.4854736013,92402.16454124666,236202.05667468646,40341.78338444282,210482.35429529165,21627.35364953176,300496.6044709382,11688627.22009368,114098172.7984321,180524274.20393363,116229440.33434838,120483617.73311615,144328860.01896983,87404464.74884756,27448472.091122154,39133460.12016974,2586854.859490969,18821020.77130286,9935745.206904804,1606288.1009145703,10683681.960212318,6952614.648175338,6261712.406528163,11374904.496585166,3341590.978881496,RSN23_SANFRAN_GGP100,2.6724535318005556,1.2654820367742625,1.0483309347698113,0.00035694150981234896,0.0003141227392287688
467079.15611115994,25869.055599632964,110335.02731818186,261589.5471232559,180806.51985149813,265295.7562619266,210877.01654818578,52888.507963201504,380000.09749795485,7881152.900058068,201590686.89848104,160289936.46459132,155726426.7455145,64647906.33253147,129659038.69519588,24392307.236721255,44006366.352369495,39965381.54687889,5866066.433196537,19729554.57046161,8911792.313001446,10634839.62799891,14620242.26759462,8778324.503795713,9668612.945876325,4896458.284604006,5080033.680742009,RSN45_LYTLECR_DCF180,3.072850463385105,1.996047063598555,1.680986863506625,0.0005275600074891828,0.00041716403272191207
286394.53747124306,47412.00506787278,58758.75998330347,174001.81355774557,192987.97838752356,135809.03854530002,10725.1880770364,90363.42228110938,507381.23972444405,4212358.530948221,66773254.135763176,192437090.3383008,109511430.05650736,74408373.50140618,57859756.85107885,45371997.73857466,83446024.34231864,13162574.696065538,5964111.120526504,19444849.331762277,12480519.351918204,5333298.967433303,11155276.221078156,8055208.092807955,9201743.686468018,5115402.52546943,7820514.747052442,RSN77_SFERN_PUL254,2.9552958543826993,16.990150266902578,13.31282198144283,0.00910348856208719,0.008085637913591135
223227.86422121053,136946.99962799056,243453.07934560414,457430.1357123723,99356.75403001366,430421.5988023708,390987.9281930609,28260.13118468608,193949.0331118684,3844948.3258092767,166429174.25885686,40152230.51985445,3545430.2427073475,32498923.430867285,82802088.23888251,40311566.69656137,44738352.5553084,1601820.495263022,1699044.0577059162,13478324.49643458,5915720.536019098,10055976.881858135,12951997.2898573,2184284.100232623,7455434.493571516,3757886.056667827,9370936.480383104,RSN48_LYTLECR_PUD325,3.487759496009831,0.21069650050901556,0.17746651987744186,0.00018024716072150468,0.00015558962163231139
458042.7763038849,62595.14855783189,458221.1545064364,218701.17891004324,302325.74863221654,237472.84612130362,8648.263103892832,412513.70799179823,35960.19528677688,16344920.643884493,152503775.00007626,169428637.6997549,6286695.175630284,168141729.15096703,84899098.26062225,20251571.320371293,68536557.5774588,41985297.58120282,3397483.9616693235,16079155.639176976,8153912.598498076,101829.176843366,8430411.444220847,10292159.293895029,10808513.286402807,4619222.82859714,6628218.097767114,RSN1511_CHICHI_TCU076-N,2.766417117060751,6.151022021192331,4.779736232378375,0.011611172726730783,0.009138943791820599
141433.33869392867,462094.3569586998,399559.23800481734,432107.2831504568,322173.24739060435,26215.56550034967,421181.97938673693,232234.9909180068,516053.15080565115,9764270.005524177,122044334.45954542,131075464.37416989,49483444.82979828,104330873.11161509,84279998.69024327,72780366.08862792,52696877.60943137,10445568.462575922,1253562.4104350675,5051912.747972043,10517426.35086376,5780408.873344177,6394739.41271119,3727020.7338097896,10385013.740613282,11345892.552061839,9788784.8746124,RSN54_SFERN_BSF135,3.059485093403954,0.15063362430578664,0.10615731821350093,0.0002594454840202414,0.0002412718679500886
498284.19805269607,273918.59794265084,91233.22705166509,77769.39296456087,457931.87758667767,94252.30977968537,167167.49739719016,447620.5058621743,492852.9091933288,3192803.3374404637,168146750.95588386,83900421.70559871,161243452.94596863,139660127.39995283,81089207.13791513,28241063.69967726,59418918.00785934,7434787.343664351,1713511.7550583929,15592083.498790935,10430138.534787588,3721401.7808508053,13998631.043585818,5029057.976182209,9864462.422298351,8461790.151835294,8643859.091424515,RSN97_PTMUGU_PHN270,3.8792100509224214,1.0312769652071585,0.8421746745214198,0.0010790300261333242,0.0007707015621083341
