period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
3.2,0,Group1+I0,31.42,0.64,0.02,0.6,1.7652998334366823,5.884468643135855e-05,0.13380551537581556,0.6327087582102302,-2.305973301399222,True
3.2,0,Group1+I0,31.42,0.64,0.02,0.7,1.4126857422764814,0.003075003669783528,0.10116753132890957,0.7482314711724789,-2.927770010521417,True
3.2,0,Group1+I0,31.42,0.64,0.02,0.8,1.2760564583393055,0.0008948296441857464,0.09233322132130296,0.8378244250151501,-3.2293682801744628,True
3.2,0,Group1+I0,31.42,0.64,0.02,0.9,1.1599935038387534,0.0009411424538663395,0.08069832743254791,0.9123080707506755,-3.8381954808644636,True
3.2,0,Group1+I0,31.42,0.64,0.04,0.6,0.48288034082532055,0.0010963156982707336,0.14358411198234725,0.6319575780982434,-2.3552527584507366,True
3.2,0,Group1+I0,31.42,0.64,0.04,0.7,1.881249919091351,0.0009227395195177126,0.13547667317802717,0.7462673106301696,-2.701795199162629,True
3.2,0,Group1+I0,31.42,0.64,0.04,0.8,1.543442716983865,0.0007254257906291751,0.1089733855273334,0.8485400368972565,-3.3157433872085895,True
3.2,0,Group1+I0,31.42,0.64,0.04,0.9,1.3310713594074226,0.00013387948474108405,0.09316209842506197,0.9450741548008113,-4.551781217952959,True
3.2,0,Group1+I0,31.42,0.64,0.06,0.6,0.19005756150952563,0.0016660467038459585,0.13315659959847628,0.6258223110718504,-2.1913475494052905,True
3.2,0,Group1+I0,31.42,0.64,0.06,0.7,0.1173525009950716,0.00010711699883814155,0.07425060233847204,0.7295927663941899,-3.276440666332008,True
3.2,0,Group1+I0,31.42,0.64,0.06,0.8,0.12170073435344075,5.307793696340825e-05,0.23345567633890624,0.8342116499077531,-3.511729589117273,True
3.2,0,Group1+I0,31.42,0.64,0.06,0.9,0.36517609791895783,0.000361546879433794,0.10487114049302251,0.9184872525862211,-4.353808211521744,True
3.2,0,Group1+I0,31.42,0.64,0.08,0.6,0.23083081927459992,5.95301398564896e-06,0.1563550555162885,0.6438710588601623,-1.9411358675309378,True
3.2,0,Group1+I0,31.42,0.64,0.08,0.7,0.10993653576797446,0.0025494173549028836,0.21141998784869892,0.7483469131419053,-1.9651395907463425,True
3.2,0,Group1+I0,31.42,0.64,0.08,0.8,0.05593682101345368,0.0015565157168584425,0.07885924844234062,0.7729988614309943,-3.121864989717978,True
3.2,0,Group1+I0,31.42,0.64,0.08,0.9,0.11427633506907647,0.0002704113762141969,0.0743420805684042,0.9129211327659512,-4.790223315227313,True
3.2,0,Group1+I0,31.42,0.64,0.1,0.6,0.4305972621984678,0.0452024123847844,0.38530884512229036,0.6499963439968421,-1.0871370352556256,True
