period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
4.2,0,Group1+I0,31.42,0.64,0.02,0.6,0.6190143101625678,0.0009195730227168355,0.07505270205516669,0.5807106880255759,-4.1643210190319255,True
4.2,0,Group1+I0,31.42,0.64,0.02,0.7,0.3504830015841238,0.00024288148049833597,0.04069857359973451,0.7452833754803377,-5.6807339563696875,True
4.2,0,Group1+I0,31.42,0.64,0.02,0.8,0.3042100753792006,0.0001956447988099575,0.035497934155135365,0.8240284489530039,-6.967595508014365,True
4.2,0,Group1+I0,31.42,0.64,0.02,0.9,0.16635403844100996,0.00017958879738433356,0.01891760556277045,0.9435504773355641,-6.004682656314569,True
4.2,0,Group1+I0,31.42,0.64,0.04,0.6,0.9412106459632913,0.0011915043173954534,0.11610479825891254,0.6397250454328933,-3.099817381794944,True
4.2,0,Group1+I0,31.42,0.64,0.04,0.7,0.13819610378964284,0.0008121281983275443,0.06877955896823941,0.730010291327897,-4.405685403371409,True
4.2,0,Group1+I0,31.42,0.64,0.04,0.8,0.5903539754090978,5.593895995525956e-05,0.07002328440581686,0.8085722070503749,-5.201737401416956,True
4.2,0,Group1+I0,31.42,0.64,0.04,0.9,0.07481135455821214,0.00018264353547459147,0.03514825605076933,0.8956499721984221,-7.996925854373201,True
4.2,0,Group1+I0,31.42,0.64,0.06,0.6,0.10290485658833703,0.00213247540790551,0.14857047272578586,0.6134605824573864,-2.3691057783680183,True
4.2,0,Group1+I0,31.42,0.64,0.06,0.7,1.2414127858035742,0.0029685423220476856,0.15866343168412791,0.7461427756104044,-3.1255614703587384,True
4.2,0,Group1+I0,31.42,0.64,0.06,0.8,0.17014620516503678,0.001039281502951406,0.08602102974088534,0.8323261981958288,-4.433050751526789,True
4.2,0,Group1+I0,31.42,0.64,0.06,0.9,0.4326085091851969,9.11206020581812e-06,0.049964391439622516,0.9381279886448924,-5.837328634822909,True
4.2,0,Group1+I0,31.42,0.64,0.08,0.6,0.26213012733358937,0.004155993523538016,0.13354759117286788,0.6447088050290315,-2.15291194406204,True
4.2,0,Group1+I0,31.42,0.64,0.08,0.7,0.2958473872238673,0.0005138218479427971,0.1571318754126411,0.7156415232789417,-2.6830037074674955,True
4.2,0,Group1+I0,31.42,0.64,0.08,0.8,1.1191825684874601,0.0020783171367394497,0.13891194967794343,0.8348057839097555,-3.420554878585433,True
4.2,0,Group1+I0,31.42,0.64,0.08,0.9,0.8063665956495948,0.00017745048072115302,0.09707100089000167,0.9315724694793137,-5.210371918385252,True
4.2,0,Group1+I0,31.42,0.64,0.1,0.6,0.3445454476198012,0.00320083652736003,0.17487540356629197,0.646875137762831,-1.8773247079456445,True
4.2,0,Group1+I0,31.42,0.64,0.1,0.7,0.3161215421412943,0.0013848021832824078,0.162828581971356,0.6951749305547161,-2.306655253030146,True
4.2,0,Group1+I0,31.42,0.64,0.1,0.8,1.2605530666580538,0.000787965965091675,0.15586049341947575,0.8400612961942382,-2.9679572305584863,True
4.2,0,Group1+I0,31.42,0.64,0.1,0.9,0.6904293994994066,0.0005768239584091895,0.08127461494914613,0.9474541533521017,-5.157176856972626,True
4.2,0,Group1+I0,31.42,0.64,0.12000000000000001,0.6,0.5037838313869529,0.0006198734137397023,0.25542638831475956,0.649952728611545,-1.4360989708818581,True
4.2,0,Group1+I0,31.42,0.64,0.12000000000000001,0.7,0.2912025537014103,0.0033934116869183137,0.14406886911494834,0.7495825094937859,-2.3450927447965126,True
4.2,0,Group1+I0,31.42,0.64,0.12000000000000001,0.8,0.2704432542266073,0.0014139339538504771,0.13836323676054532,0.8323771774652278,-3.1484895989198862,True
4.2,0,Group1+I0,31.42,0.64,0.12000000000000001,0.9,0.9075092111062601,0.00039184839117301095,0.1087287531603687,0.9444752143659946,-4.5746736726317305,True
4.2,0,Group1+I0,31.42,0.64,0.13999999999999999,0.6,0.5762904903899524,0.1378249248538155,0.4986685514251672,0.6489437871643043,-0.8567838793624071,True
4.2,0,Group1+I0,31.42,0.64,0.13999999999999999,0.7,0.40072138756782333,0.0011362061073810772,0.20448503947980762,0.7411062802311976,-2.0180782850497745,True
4.2,0,Group1+I0,31.42,0.64,0.13999999999999999,0.8,0.2723859186186862,0.0011824518618352988,0.13454747400503567,0.8235129624983193,-2.969027422619767,True
4.2,0,Group1+I0,31.42,0.64,0.13999999999999999,0.9,0.9918935857411235,0.00020722300123010578,0.11865183142798888,0.9339658347910907,-4.115770424869702,True
4.2,0,Group1+I0,31.42,0.64,0.16,0.6,0.4059272200089962,0.15965321897943643,0.49948706477116145,0.6488968964411129,-0.7297736588099382,True
4.2,0,Group1+I0,31.42,0.64,0.16,0.7,0.47765188097079053,0.00010067969710647609,0.24043871820626733,0.7479692257613392,-1.766272718115103,True
4.2,0,Group1+I0,31.42,0.64,0.16,0.8,0.28643154459607434,0.004509277708966698,0.1447485185377079,0.8497857826236818,-2.705982610059318,True
4.2,0,Group1+I0,31.42,0.64,0.16,0.9,1.0300202408061185,0.0024547204741048882,0.12356002812922043,0.9395360231415397,-3.993386304015802,True
4.2,0,Group1+I0,31.42,0.64,0.18,0.6,0.4099700764193016,0.18319130216823967,0.4998854920250996,0.6785863294430394,7.12428609627793,False
4.2,0,Group1+I0,31.42,0.64,0.18,0.7,0.6835369642210639,0.019939445256284553,0.33314554144658953,0.7499128122618656,-1.2670231775284229,True
4.2,0,Group1+I0,31.42,0.64,0.18,0.8,0.25428598468857255,0.002973876937834575,0.11870027510375195,0.8490936972774928,-2.7560485157389873,True
4.2,0,Group1+I0,31.42,0.64,0.18,0.9,1.153707121140164,0.0025208145755650784,0.13949993460625312,0.9379486737927453,-3.8072881365139604,True
4.2,1,Group2+I0,25.13,0.64,0.02,0.6,0.45246879179950356,0.0009997561722957517,0.05360098263026748,0.62471662933019,-3.1018891506523767,True
