period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
1.2,0,Group1+I0,31.42,0.64,0.02,0.6,0.129511789,0.009247482,0.121608237,0.64953527,-1.801034054,TRUE
1.2,0,Group1+I0,31.42,0.64,0.02,0.7,0.03756965,0.000989541,0.039096512,0.748297874,-3.559462763,TRUE
1.2,0,Group1+I0,31.42,0.64,0.02,0.8,0.058826544,0.00147029,0.049773441,0.823501711,-3.59907057,TRUE
1.2,0,Group1+I0,31.42,0.64,0.02,0.9,0.096921616,0.001129322,0.167451667,0.943719285,-2.961803808,TRUE
1.2,0,Group1+I0,31.42,0.64,0.04,0.6,0.124988594,0.010456361,0.125156583,0.649996848,-1.68049039,TRUE
1.2,0,Group1+I0,31.42,0.64,0.04,0.7,0.064621203,0.004430927,0.063140267,0.735852085,-2.43306571,TRUE
1.2,0,Group1+I0,31.42,0.64,0.04,0.8,0.028708398,0.000928827,0.028997153,0.766286199,-4.112230364,TRUE
1.2,0,Group1+I0,31.42,0.64,0.04,0.9,0.070960135,0.000111356,0.060943061,0.927835986,-4.212373791,TRUE
1.2,0,Group1+I0,31.42,0.64,0.06,0.6,0.182492786,0.022596814,0.178137059,0.64910466,-1.355765814,TRUE
1.2,0,Group1+I0,31.42,0.64,0.06,0.7,0.066803657,0.005676799,0.069345915,0.749998439,-2.236724443,TRUE
1.2,0,Group1+I0,31.42,0.64,0.06,0.8,0.035437994,0.00099925,0.034302511,0.826771217,-3.962588902,TRUE
1.2,0,Group1+I0,31.42,0.64,0.06,0.9,0.013258897,0.000672698,0.013169863,0.899177287,-4.898482136,TRUE
1.2,0,Group1+I0,31.42,0.64,0.08,0.6,0.259182707,0.039610416,0.258075241,0.649985935,-1.151407654,TRUE
1.2,0,Group1+I0,31.42,0.64,0.08,0.7,0.142581575,0.011744052,0.131582456,0.749942145,-1.809769438,TRUE
1.2,0,Group1+I0,31.42,0.64,0.08,0.8,0.064505793,0.002647534,0.055802965,0.849992362,-3.043889341,TRUE
1.2,0,Group1+I0,31.42,0.64,0.08,0.9,0.024447091,0.00021366,0.026059904,0.942177711,-5.462254964,TRUE
1.2,0,Group1+I0,31.42,0.64,0.1,0.6,0.352297121,0.064803616,0.353819405,0.6499998,-1.008553424,TRUE
1.2,0,Group1+I0,31.42,0.64,0.1,0.7,0.162640773,0.018639081,0.157005968,0.749860407,-1.576713052,TRUE
1.2,0,Group1+I0,31.42,0.64,0.1,0.8,0.072747357,0.0041399,0.064796695,0.849999512,-2.674351308,TRUE
1.2,0,Group1+I0,31.42,0.64,0.1,0.9,0.074353785,8.29E-05,0.045657516,0.947224191,-4.786460304,TRUE
1.2,0,Group1+I0,31.42,0.64,0.12,0.6,0.417803401,0.08980921,0.447176627,0.649901087,-0.910105928,TRUE
1.2,0,Group1+I0,31.42,0.64,0.12,0.7,0.209971883,0.02971381,0.202795605,0.749257047,-1.375845009,TRUE
1.2,0,Group1+I0,31.42,0.64,0.12,0.8,0.086766817,0.006235644,0.080959917,0.849997344,-2.344817118,TRUE
1.2,0,Group1+I0,31.42,0.64,0.12,0.9,0.043053091,0.00090719,0.035062977,0.943922898,-4.25864478,TRUE
1.2,0,Group1+I0,31.42,0.64,0.14,0.6,0.480116839,0.146357822,0.499324076,0.648812108,-0.824621019,TRUE
1.2,0,Group1+I0,31.42,0.64,0.14,0.7,0.287778535,0.043041662,0.268112492,0.749967108,-1.246518345,TRUE
1.2,0,Group1+I0,31.42,0.64,0.14,0.8,0.122657173,0.009094052,0.113992104,0.84999955,-2.06676836,TRUE
1.2,0,Group1+I0,31.42,0.64,0.14,0.9,0.046478741,0.00015901,0.035308727,0.942164841,-5.054387164,TRUE
1.2,0,Group1+I0,31.42,0.64,0.16,0.6,0.400851214,0.173533897,0.498885907,0.664159794,63.40652115,FALSE
1.2,0,Group1+I0,31.42,0.64,0.16,0.7,0.328649872,0.056211197,0.315902707,0.749971939,-1.14847101,TRUE
1.2,0,Group1+I0,31.42,0.64,0.16,0.8,0.1362205,0.012951315,0.125509674,0.849935702,-1.862167064,TRUE
1.2,0,Group1+I0,31.42,0.64,0.16,0.9,0.049856253,0.000468865,0.036864982,0.94645362,-4.216558998,TRUE
1.2,0,Group1+I0,31.42,0.64,0.18,0.6,0.403137641,0.195461805,0.499915726,0.685213838,84.46426628,FALSE
1.2,0,Group1+I0,31.42,0.64,0.18,0.7,0.478095645,0.078151928,0.410142279,0.749918815,-1.069139024,TRUE
1.2,0,Group1+I0,31.42,0.64,0.18,0.8,0.179381997,0.018018641,0.160523126,0.848248915,-1.68547311,TRUE
1.2,0,Group1+I0,31.42,0.64,0.18,0.9,0.088377796,0.000428066,0.054013968,0.949548691,-4.132846535,TRUE
1.2,1,Group2+I0,25.13,0.64,0.02,0.6,0.182221205,0.013516531,0.156260105,0.647158871,-1.549178317,TRUE
1.2,1,Group2+I0,25.13,0.64,0.02,0.7,0.063965909,0.003681921,0.066330359,0.74470283,-2.63920703,TRUE
1.2,1,Group2+I0,25.13,0.64,0.02,0.8,0.17752263,0.006491616,0.176107908,0.790131065,-1.997845284,TRUE
1.2,1,Group2+I0,25.13,0.64,0.02,0.9,0.075492494,0.000123806,0.099179478,0.877851272,-3.468046784,TRUE
1.2,1,Group2+I0,25.13,0.64,0.04,0.6,0.118392252,0.010807224,0.116929026,0.649875698,-1.699676723,TRUE
1.2,1,Group2+I0,25.13,0.64,0.04,0.7,0.229899363,0.011793629,0.212435226,0.749996641,-1.643678714,TRUE
1.2,1,Group2+I0,25.13,0.64,0.04,0.8,0.047437318,0.001172014,0.052201406,0.845119831,-3.741854997,TRUE
