period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
0.2,0,Group1+I0,31.42,0.64,0.02,0.6,1.99899693578108,0.498730726521175,0.3255530942313834,0.8497873803609807,24.273903374620215,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.7,1.994389124193747,0.4992519393451801,0.3362638329902862,0.8497220339943409,14.276026852886087,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.8,1.6048705712142235,6.321817730692293e-05,0.026526637770632473,1.0580666705006707,2.9384839323731633,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.9,1.48897243100767,0.00041741133358197413,0.024603151151584852,1.0620682253589873,-6.7586558033625295,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.6,1.9909424408932865,0.49877978859513683,0.3624384904271139,0.8489541358268453,24.22071964394214,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.7,1.993517458414724,0.49961045383826574,0.3212542954274162,0.8487160225925785,14.165962091160756,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.8,1.978995777588322,0.4992328137045028,0.3275514591865459,0.8489508866698494,-0.6994791903127271,True
0.2,0,Group1+I0,31.42,0.64,0.04,0.9,1.7544387271793138,0.0027480498365767274,0.054984384104376796,0.9492064297312216,-4.732529277290686,True
0.2,0,Group1+I0,31.42,0.64,0.06,0.6,0.9324957465100875,0.00030152500125057996,0.0038002431958950042,0.9994279618680281,23.802444609285914,False
0.2,0,Group1+I0,31.42,0.64,0.06,0.7,1.985642947203081,0.4993688091541649,0.34492228694144317,0.8475000641393519,14.064877558846803,False
0.2,0,Group1+I0,31.42,0.64,0.06,0.8,1.9937430172925554,0.48779248428035504,0.30257128629939684,0.8498725484384645,-0.7215855707108229,True
0.2,0,Group1+I0,31.42,0.64,0.06,0.9,1.8788985232967828,6.656348804479074e-05,0.004263922635673324,0.9854978197089962,-10.111508222149876,False
0.2,0,Group1+I0,31.42,0.64,0.08,0.6,1.9979148730557965,0.49913573263787825,0.3402470997012719,0.8461914879064475,23.93097005005821,False
