period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
3.2,0,Group1+I0,31.42,0.64,0.2,0.6,0.41670744276310295,0.21344448944098487,0.4994977265521545,0.7104797299637791,109.73330843945449,False
3.2,0,Group1+I0,31.42,0.64,0.2,0.7,0.41063121114161316,0.2154758008640379,0.4999514147632035,0.7104058037927731,9.664649808539524,False
3.2,0,Group1+I0,31.42,0.64,0.2,0.8,0.40896205756426623,0.05063061491594635,0.33503799639698856,0.799998548274552,-1.2281630548477986,True
3.2,0,Group1+I0,31.42,0.64,0.2,0.9,0.1295754914342444,0.0004858747197072911,0.07680282111172111,0.8833518218272263,-3.7038441338501897,True
3.2,1,Group2+I0,25.13,0.64,0.2,0.6,0.396284522102343,0.19011792823848023,0.4988984688952337,0.7109729061232963,110.22288810226536,False
3.2,1,Group2+I0,25.13,0.64,0.2,0.7,0.4333597884824864,0.19877497402988337,0.49996937066270963,0.710655883198516,9.888285350935414,False
3.2,1,Group2+I0,25.13,0.64,0.2,0.8,0.4232409165175293,0.04900839997840524,0.35163032787487397,0.7999994071402325,-1.228819346165101,True
3.2,1,Group2+I0,25.13,0.64,0.2,0.9,0.47388906953442494,0.0011054352090572597,0.1289002244010601,0.899571420117982,-2.830192111407064,True
3.2,2,Group3+I0,20.94,0.64,0.2,0.6,0.41673498010909177,0.2055145383702895,0.49926148353906696,0.7110614835867489,110.30684814647842,False
3.2,2,Group3+I0,20.94,0.64,0.2,0.7,0.3968247562528579,0.19590338611458818,0.499686010177225,0.7109817455009048,10.234231671084974,False
3.2,2,Group3+I0,20.94,0.64,0.2,0.8,0.39839384108183473,0.05102384166455033,0.3329213311213453,0.7999941442401731,-1.227163915856293,True
3.2,2,Group3+I0,20.94,0.64,0.2,0.9,0.13410422255882704,0.0027920157133343175,0.08165733637895191,0.8912726654598759,-3.1679562569503408,True
3.2,3,Group1+I1,25.13,0.64,0.2,0.6,0.414068119280294,0.21279655714029905,0.4988817870450286,0.7109451881771551,110.19821277081911,False
3.2,3,Group1+I1,25.13,0.64,0.2,0.7,0.442392052867979,0.21035588101082864,0.4997326806147796,0.7109124912317859,10.147341147634553,False
