id,周期,场地编号,场地名称,wg,xig,结构阻尼比,减震比,miu,zeta,kappa,gamma,alpha,ok
933,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.02,0.8,0.369094367095041,0.0014534220207737536,0.17291557917681022,0.8175713406211256,-1.824041409441052,True
934,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.02,0.9,0.47848157196105695,0.0014332980024315267,0.1917249649146569,0.9011338290047444,-2.122092930867913,True
935,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.05,0.5,0.2783844491719041,0.04720064287782194,0.2999051608138171,0.518883062305774,-0.9113809213063634,True
936,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.05,0.6,0.1095916413485381,0.0162397996801123,0.11758098838911196,0.6127311138693173,-1.3802626882545692,True
937,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.05,0.7,0.16182709605863016,0.010098829940697773,0.12731815224377924,0.7186175815173398,-1.7707509674892108,True
938,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.05,0.8,0.06748792579388563,0.007440805490618985,0.04663150792294374,0.8163163160624303,-1.9622756892353321,True
939,0.7000000000000001,3,设计地震第1组+I1,25.13,0.64,0.05,0.9,0.10187296645248656,0.0021796897216118105,0.06129527137648516,0.9004562124308427,-2.524689594372347,True
940,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.02,0.5,0.09542197805212421,0.00423346463019747,0.10327055382185096,0.5023956626221342,-1.5447127959926907,True
941,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.02,0.6,0.1925310357848632,0.0056656301443698265,0.1858101501003664,0.5853043841675356,-1.4460842873186617,True
942,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.02,0.7,0.11869283853987483,0.0017976984515614691,0.07465738858772358,0.7166365320702814,-1.899440363772278,True
943,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.02,0.8,0.4659532417800519,0.0014820471516404088,0.13714699549337472,0.7950081394096254,-2.1107864947008688,True
944,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.02,0.9,0.4762948265395673,0.0006483942318588065,0.08000077366829494,0.9123838382229478,-2.883329938610038,True
945,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.05,0.5,0.2427928987353511,0.042196818010485304,0.2778636461337182,0.5187948957660904,-0.9209931295993093,True
946,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.05,0.6,0.16501523677271035,0.016453370574514348,0.16877660281044693,0.611113043332707,-1.4068549239724057,True
947,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.05,0.7,0.12771376317526223,0.006330840336761179,0.12329184355804207,0.7165252464211256,-1.9969131561498357,True
948,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.05,0.8,0.12425947281911576,0.003132492327187153,0.111701832053824,0.8037765596827984,-2.3772905933862587,True
949,0.7000000000000001,4,设计地震第2组+I1,20.94,0.64,0.05,0.9,0.048417568567526104,0.0004958584941615052,0.06015043005459331,0.9034791638211597,-3.3861470526020296,True
950,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.02,0.5,0.03436443980309695,0.003686331239985907,0.03771717874495073,0.5028098368682941,-1.678350402834572,True
951,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.02,0.6,0.18888616702620808,0.005172714629566033,0.20812601751182985,0.5850604183963262,-1.399762898038245,True
952,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.02,0.7,0.23883971749871757,0.0003417953874304547,0.19978349059658862,0.691690235171745,-1.582891122302897,True
953,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.02,0.8,0.07797394750992914,0.0009135752984402723,0.04331333967531725,0.80102099443981,-2.1805379474441797,True
954,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.02,0.9,0.09103477069016375,2.980232260973992e-07,0.06313002156563119,0.8825106487388295,-4.06401800395203,True
955,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.05,0.5,0.23749977527186106,0.040055901110588765,0.27376087958932577,0.5183372587101619,-0.934049021697344,True
956,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.05,0.6,0.2434324565785561,0.021439477961059494,0.22067592457440438,0.6197308094365342,-1.3182665882567286,True
957,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.05,0.7,0.06857626191210942,0.007366947884611397,0.061779410107280386,0.7035923035893077,-2.0264728661556815,True
958,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.05,0.8,0.1719804269968005,0.0039050132327155263,0.16380161914081587,0.7993465870362539,-2.0278079650683325,True
959,0.7000000000000001,5,设计地震第3组+I1,17.95,0.64,0.05,0.9,0.1418572078783602,0.0017796233428986619,0.1052970298029261,0.8837005350234888,-2.582197802396557,True
960,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.02,0.5,0.11295653963801666,0.013362772862335837,0.08633270178983138,0.5085041263785035,-1.2161588323470227,True
961,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.02,0.6,0.15234350526588786,0.0044093504876595024,0.11653988150164396,0.5989066863198554,-1.600632024326742,True
962,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.02,0.7,0.1228589648221356,0.0010069087222733253,0.15771952388971688,0.7134909647520953,-1.8442304446886808,True
963,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.02,0.8,0.5075747855572014,0.00258107485310044,0.2719496136303962,0.8133783166278774,-1.6060342692000122,True
964,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.02,0.9,0.12403864505915824,0.0024839788860379075,0.06287695514319058,0.8859057289956823,-1.8624943828873373,True
965,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.05,0.5,0.2907847187726551,0.044674076472774715,0.31026528261799574,0.5178608318756224,-0.9278319726280285,True
966,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.05,0.6,0.16424980136938244,0.019427292193675727,0.15389803166611515,0.6071142025859799,-1.3816504620838637,True
967,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.05,0.7,0.05814553840566827,0.003847882180272655,0.06341467845003812,0.7164851677098952,-2.389837418887245,True
968,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.05,0.8,0.1496413808289273,0.0037696883363253497,0.13827345623279702,0.7901553795581377,-2.1524047217311106,True
969,0.7000000000000001,6,设计地震第1组+II,17.95,0.72,0.05,0.9,0.15527687337455803,0.0007044524006877273,0.1399048800759381,0.9045471476971378,-2.453771461492137,True
970,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.02,0.5,0.06543508965846218,0.003099724673477744,0.06902833334377656,0.5179096781548419,-1.8509137219216245,True
971,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.02,0.6,0.08814226901637218,0.0023385435517023767,0.08053818405075508,0.5966157100348639,-2.0592270408418982,True
972,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.02,0.7,0.21192850330418722,0.004620656405543211,0.13386618445713955,0.7029699106709983,-1.549158520955165,True
973,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.02,0.8,0.1825870959653489,0.00019489973928704662,0.05930225595312011,0.8155234937067489,-1.6811217539968495,True
974,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.02,0.9,0.24217723490429843,0.001836203052373253,0.13256362924399695,0.9034452172893256,-2.104214856563664,True
975,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.05,0.5,0.270806538096119,0.04751503502961274,0.2807781717239184,0.5125679687776007,-0.9226248713733273,True
976,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.05,0.6,0.10623438735480895,0.01254933336786429,0.11519733902213974,0.618174536293755,-1.5154221917496993,True
977,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.05,0.7,0.06383512216683568,0.0059183463895197685,0.05752607477848287,0.7115739695308936,-2.197497193042749,True
978,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.05,0.8,0.09072183140160017,0.004504494402591097,0.06598305751370681,0.7988243612762669,-2.304358516732781,True
979,0.7000000000000001,7,设计地震第2组+II,15.71,0.72,0.05,0.9,0.12713555341314936,0.0015211776012269973,0.12348628136132866,0.8981318356330592,-2.598036039309787,True
980,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.02,0.5,0.16003852456836792,0.007871784328459086,0.14814651122798406,0.4814893410595974,-1.2724134695180938,True
981,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.02,0.6,0.09583097767703963,0.0034817904493346097,0.07023032806985324,0.6078444053303996,-1.7698413447488588,True
982,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.02,0.7,0.11239370042378977,0.0006064251110436403,0.13740101559013884,0.7170205801021629,-1.8192611823067806,True
983,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.02,0.8,0.19461944844290202,0.0003017336152623118,0.30026532933313643,0.8023126068388795,-1.8152059560096818,True
984,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.02,0.9,0.0871556854781187,0.00020071864277659834,0.09895324035699099,0.8848972350438117,-2.5037468527344653,True
985,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.05,0.5,0.3027993612199974,0.041065611251187406,0.31543898817478855,0.5198616038119052,-0.9441912174741893,True
986,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.05,0.6,0.12624685560350757,0.013021282948712132,0.14098316536086175,0.6114489322890853,-1.4481397694662448,True
987,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.05,0.7,0.08948735959445953,0.006614729811360909,0.07561400589059297,0.7151077349898854,-2.115636210585124,True
988,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.05,0.8,0.06514482993740461,0.008030094266162024,0.04725430941026143,0.7933171895599878,-1.9325285992352583,True
989,0.7000000000000001,8,设计地震第3组+II,13.96,0.72,0.05,0.9,0.1794484047550589,0.0009609460902284539,0.17487792801020985,0.8953176118791463,-2.2209156606631812,True
990,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.02,0.5,0.09405965428098778,0.00710675125648641,0.07904539316181386,0.5102551866159032,-1.5003511889764716,True
991,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.02,0.6,0.053463511567290956,0.0012279003950051992,0.04665079002567224,0.5945938782822113,-2.483953067124834,True
992,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.02,0.7,0.1031013138823309,0.0003155395412112738,0.06921818158938126,0.7081100500845469,-2.1223363892578697,True
993,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.02,0.8,0.21020381309243896,0.001307562003341034,0.1422163035140656,0.7866422055629394,-2.1757176963480025,True
994,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.02,0.9,0.4684735869502543,0.0026314258771495957,0.2439254838520697,0.8893599517163489,-1.7692492612937716,True
995,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.05,0.5,0.24454151276157432,0.041231476077671914,0.2605642248732166,0.5171725186376758,-0.9417814507684995,True
996,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.05,0.6,0.2064127788425444,0.01743334544772912,0.20616232012333213,0.6087174808674733,-1.332621698458259,True
997,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.05,0.7,0.14295867937027423,0.00764301424952607,0.1336237425627093,0.6942047168723365,-1.8558126081070745,True
998,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.05,0.8,0.07293593937855913,0.002448923904068201,0.08628900413430485,0.7971849233652643,-2.45661576541752,True
999,0.7000000000000001,9,设计地震第1组+III,13.96,0.8,0.05,0.9,0.15405504520278457,0.0012631714438138264,0.0843544608679001,0.9057358696806396,-2.288298320879185,True
1000,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.02,0.5,0.1512093629778129,0.005949333354453246,0.1420701454734068,0.5016859360965965,-1.3604679208861765,True
1001,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.02,0.6,0.22212872074640333,0.003974467545557525,0.18752276292087705,0.5800668734548552,-1.3715299386907993,True
1002,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.02,0.7,0.07252503240499669,6.959587387439514e-05,0.0558478463876832,0.6856994476919265,-2.5453881570609305,True
1003,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.02,0.8,0.8310432272482159,0.0015222132319376858,0.14713782926751545,0.8196305177309586,-2.4075635049559923,True
1004,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.02,0.9,0.7678211463080432,0.0011255592191633523,0.13616722923641822,0.9052142364565064,-3.024670796375955,True
1005,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.05,0.5,0.2987308896983481,0.044998139478252375,0.2879506147500173,0.517511375954797,-0.9345856991141112,True
1006,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.05,0.6,0.15282293522971074,0.017510742079546615,0.1551747482655551,0.5903869909023793,-1.33929899330021,True
1007,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.05,0.7,0.11859273253822872,0.0067252740765010866,0.14559798051117345,0.7060887844667644,-1.6431608063749283,True
1008,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.05,0.8,0.1302325511741083,0.004044085771173878,0.09956239983113407,0.7966225035602759,-2.2784270488119263,True
1009,0.7000000000000001,10,设计地震第2组+III,11.42,0.8,0.05,0.9,0.051767729608474145,0.0005301088134207488,0.058124065832227956,0.9067422380996628,-3.622749156982993,True
1010,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.02,0.5,0.0833161106952735,0.0048760548597280295,0.090863444588061,0.4804455586111472,-1.4532907509144004,True
1011,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.02,0.6,0.15683540818717634,0.004417210850247821,0.1276356810900247,0.5857001827669082,-1.5659969210676223,True
1012,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.02,0.7,0.26108887241101914,0.0011519119229310149,0.20668473993751957,0.6931657581742622,-1.4799638658003313,True
1013,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.02,0.8,0.31537439164053194,0.0004549846087022469,0.11138504081506312,0.7938142889200158,-2.274493314958178,True
1014,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.02,0.9,0.8459346208418504,0.0008767023747913716,0.304762075131849,0.9039997560449271,-1.7160554288918037,True
1015,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.05,0.5,0.2749295627693054,0.04132889987028315,0.27654459533501113,0.5167553758374309,-0.9198826220803351,True
1016,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.05,0.6,0.1521931227459991,0.013686277074264563,0.1627858665793081,0.6150698720009413,-1.385738078362567,True
1017,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.05,0.7,0.13973888113900185,0.007311642224428372,0.1326212818370855,0.6907774963055885,-1.830337467561466,True
1018,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.05,0.8,0.06752781620269876,0.00333222749331763,0.05310347715842334,0.7809595671914735,-2.615597959203435,True
1019,0.7000000000000001,11,设计地震第3组+III,9.67,0.8,0.05,0.9,0.02829632184130193,0.0019916519671056565,0.01914292588191424,0.8970758738092766,-2.655813186457015,True
1020,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.02,0.5,0.08324693205391565,0.007458306904571554,0.06615296800548559,0.5170887059106679,-1.453865202536809,True
1021,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.02,0.6,0.12743406092698917,0.004813633895021929,0.0837227335849608,0.6148649045128198,-1.539477810261118,True
1022,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.02,0.7,0.033747695637849684,0.0010417625385654161,0.024495765749333542,0.6966948142286089,-2.5567485622860833,True
1023,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.02,0.8,0.06760184517206136,0.00018998235605643954,0.09532198380918788,0.7970963962188091,-3.125260469777487,True
1024,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.02,0.9,0.7038164712773001,0.0004145428569208298,0.120365397038798,0.9003504686675812,-2.4428596555633346,True
1025,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.05,0.5,0.3119547166820967,0.050866894802949536,0.28868075675279464,0.5172237698996106,-0.9001873852397967,True
1026,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.05,0.6,0.14854954293779687,0.015890076874867654,0.14926541707862478,0.6040615009573614,-1.3800762651866996,True
1027,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.05,0.7,0.16921137399383912,0.006965823523445602,0.16099775702504632,0.7175291340795822,-1.763937845710815,True
1028,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.05,0.8,0.034413762647016066,0.0042002797439715245,0.02880495808128236,0.8033344230361322,-2.3213579519121326,True
1029,0.7000000000000001,12,设计地震第1组+IV,9.67,0.9,0.05,0.9,0.11196839892840682,0.0017998442187893704,0.06044770822262546,0.8982263776996086,-2.3476317968248166,True
1030,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.02,0.5,0.03408931966192513,0.004725731944484501,0.03824235527397957,0.5142274490873425,-1.4283130712391627,True
1031,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.02,0.6,0.1644539100263559,0.003967545956131413,0.13197657564264964,0.6114011906599697,-1.620657541638639,True
1032,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.02,0.7,0.12563811336188102,0.0012381300422409924,0.16017385691533875,0.6910793681058429,-1.6367885398895121,True
1033,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.02,0.8,0.22594657708664667,0.002562351543920871,0.20835455662276264,0.7826882330002004,-1.7130741427013418,True
1034,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.02,0.9,0.20684106802076896,0.0002096146360756057,0.0847987091898822,0.8900327025986963,-1.979167929085319,True
1035,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.05,0.5,0.3079317756588144,0.052366689237704045,0.28166417987394465,0.518648171507272,-0.8847051745881251,True
1036,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.05,0.6,0.14806342980312875,0.013951882823943218,0.15471227582329716,0.6195751581977011,-1.3913202761592536,True
1037,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.05,0.7,0.11942247390316779,0.007380873019850798,0.11774978874437353,0.6838340070461744,-1.8318089699821156,True
1038,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.05,0.8,0.13801593436312626,0.003298774386188197,0.13248128542662624,0.8011147845134847,-2.1697404775470033,True
1039,0.7000000000000001,13,设计地震第2组+IV,8.38,0.9,0.05,0.9,0.22538206149177298,0.001051336534703795,0.11719878850280335,0.8937034298387753,-2.521251782617283,True
1040,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.02,0.5,0.04109127105095439,0.003980718582724918,0.04284786464905638,0.49374720097966107,-1.659990561516676,True
1041,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.02,0.6,0.18912927202231639,0.006375715184030795,0.1278236666904663,0.6146607496637462,-1.4539487308976646,True
1042,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.02,0.7,0.010766252955542899,0.00030658394326704697,0.010760702272956835,0.6943308564687241,-5.3072385452846955,True
1043,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.02,0.8,0.11182162248955385,0.0014044121012420363,0.08717604046446115,0.7800817815737005,-2.330504021020203,True
1044,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.02,0.9,0.9176016667306547,0.0002797916552408908,0.047878407298612646,0.9902395213647677,-2.393284730474443,False
1045,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.05,0.5,0.2913802287830429,0.057248831221825114,0.2761781385256211,0.5161788677821827,-0.8278707205031965,True
1046,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.05,0.6,0.15602757152935542,0.01682227117435836,0.1547933604925376,0.6117776077475526,-1.3197404843516698,True
1047,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.05,0.7,0.10771444520141515,0.009388938616133768,0.08809895879103957,0.6947180524194423,-1.8221175446630884,True
1048,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.05,0.8,0.053702935976556954,0.003287881637274337,0.04265059562512186,0.788996479147012,-2.6461525653039617,True
1049,0.7000000000000001,14,设计地震第3组+IV,6.98,0.9,0.05,0.9,0.18343395876462726,0.00048269331814865257,0.14301784443123522,0.9093739341498286,-2.4673803977308197,True
1050,0.8,0,设计地震第1组+I0,31.42,0.64,0.02,0.5,0.08555395219887757,0.013448990981645814,0.08033869475378613,0.5189057512501657,-1.2745421697078962,True
1051,0.8,0,设计地震第1组+I0,31.42,0.64,0.02,0.6,0.07838410197484569,0.004538692567785774,0.06702622821201554,0.6180223640723476,-2.021796014621853,True
1052,0.8,0,设计地震第1组+I0,31.42,0.64,0.02,0.7,0.08468926761067858,0.001752853406614463,0.08503145042830296,0.7109738763136197,-2.574509494684792,True
1053,0.8,0,设计地震第1组+I0,31.42,0.64,0.02,0.8,0.13447547804173438,0.0036061778933270117,0.08974273569690239,0.8152214128385267,-2.0634089787735252,True
1054,0.8,0,设计地震第1组+I0,31.42,0.64,0.02,0.9,0.21838408871281212,0.0005192905703134132,0.3719552112516404,0.9187842472482346,-2.0646481761549045,True
1055,0.8,0,设计地震第1组+I0,31.42,0.64,0.05,0.5,0.3155066021942094,0.05620384258183719,0.3309164146402211,0.5184724673444646,-0.8703437202432425,True
1056,0.8,0,设计地震第1组+I0,31.42,0.64,0.05,0.6,0.1520844932800866,0.016026035070613287,0.15716464934620744,0.6196237710054611,-1.412832688822214,True
1057,0.8,0,设计地震第1组+I0,31.42,0.64,0.05,0.7,0.10467293191457488,0.0065077618249339,0.10035486594106902,0.7057234293319297,-2.0408898546932455,True
1058,0.8,0,设计地震第1组+I0,31.42,0.64,0.05,0.8,0.12289498837959012,0.0037130043187216244,0.10803579619553533,0.801459376813372,-2.355749044458657,True
1059,0.8,0,设计地震第1组+I0,31.42,0.64,0.05,0.9,0.1056346975686751,0.0019052550338600205,0.07449611331892098,0.9002756657046261,-2.77614935762444,True
1060,0.8,1,设计地震第2组+I0,25.13,0.64,0.02,0.5,0.1253908136888654,0.014832034817576667,0.11420466835949322,0.5016852180964221,-1.257794036091406,True
1061,0.8,1,设计地震第2组+I0,25.13,0.64,0.02,0.6,0.08963101424001912,0.011277750218493865,0.07256873751110388,0.5905987760971438,-1.4944916717784071,True
1062,0.8,1,设计地震第2组+I0,25.13,0.64,0.02,0.7,0.08768525784973247,0.0029005259491542423,0.09849639310312563,0.6928910931577178,-2.1411512964472075,True
1063,0.8,1,设计地震第2组+I0,25.13,0.64,0.02,0.8,0.15300153309853026,0.0032195002080462887,0.15036470555040765,0.814375992114088,-2.202949062097571,True
1064,0.8,1,设计地震第2组+I0,25.13,0.64,0.02,0.9,0.3290456036407173,0.002500958759344807,0.09471270512575436,0.9107614513332786,-1.8431031222806002,True
1065,0.8,1,设计地震第2组+I0,25.13,0.64,0.05,0.5,0.33793299896965173,0.059245422923903335,0.34880903623110826,0.5171793289174358,-0.8695409445049018,True
1066,0.8,1,设计地震第2组+I0,25.13,0.64,0.05,0.6,0.11587593045738287,0.020644359444412286,0.12913390345226156,0.6056218174438046,-1.2336707459274527,True
1067,0.8,1,设计地震第2组+I0,25.13,0.64,0.05,0.7,0.09312610397581833,0.008108176351399543,0.08912257171513566,0.6804144666010922,-1.9259320604932826,True
1068,0.8,1,设计地震第2组+I0,25.13,0.64,0.05,0.8,0.02227381633426112,0.0019564852264261634,0.02095112220161499,0.8123643946430438,-3.113693081820557,True
1069,0.8,1,设计地震第2组+I0,25.13,0.64,0.05,0.9,0.12940242982955596,0.0010740682562743742,0.11263976330041708,0.9094836991275395,-2.745780991347426,True
1070,0.8,2,设计地震第3组+I0,20.94,0.64,0.02,0.5,0.13082560994346148,0.009404912661052589,0.14759699365196371,0.5118379096805774,-1.2843802647994804,True
1071,0.8,2,设计地震第3组+I0,20.94,0.64,0.02,0.6,0.09185475924502878,0.005068331994625419,0.11237073028363831,0.6050251631470134,-1.5618409500728816,True
1072,0.8,2,设计地震第3组+I0,20.94,0.64,0.02,0.7,0.13355126331412243,0.004759311711485026,0.0958090059146956,0.695853283067868,-1.8407915846369574,True
1073,0.8,2,设计地震第3组+I0,20.94,0.64,0.02,0.8,0.11252626860533854,0.001727588487622056,0.1374818022361532,0.8054919229796477,-2.183362263400713,True
1074,0.8,2,设计地震第3组+I0,20.94,0.64,0.02,0.9,0.21210428485352012,0.0005212128201217414,0.39543384608204546,0.8989529097713715,-2.1440413608569924,True
1075,0.8,2,设计地震第3组+I0,20.94,0.64,0.05,0.5,0.3231526637312223,0.05617564958464838,0.3512537580076885,0.5127565435663143,-0.8665700532305357,True
1076,0.8,2,设计地震第3组+I0,20.94,0.64,0.05,0.6,0.20089501292180278,0.0220078604072918,0.18771538278248445,0.6126326338897424,-1.3253778333462005,True
1077,0.8,2,设计地震第3组+I0,20.94,0.64,0.05,0.7,0.07317331487814571,0.011519640769955819,0.06978713027974315,0.6878458280465353,-1.6622226252553722,True
1078,0.8,2,设计地震第3组+I0,20.94,0.64,0.05,0.8,0.07482723947485714,0.0034329220908352887,0.06134608433653477,0.7933752477867552,-2.626764937458058,True
1079,0.8,2,设计地震第3组+I0,20.94,0.64,0.05,0.9,0.10190474317896919,7.256120497406426e-05,0.10620316197129459,0.9159055843064339,-2.8717350931676147,True
1080,0.8,3,设计地震第1组+I1,25.13,0.64,0.02,0.5,0.12909749991519376,0.011372305537553917,0.14798935613028225,0.48913385216106997,-1.177575382619548,True
1081,0.8,3,设计地震第1组+I1,25.13,0.64,0.02,0.6,0.06626512904662735,0.004329167338677997,0.0584122766436061,0.6103415964233503,-2.096079653443432,True
1082,0.8,3,设计地震第1组+I1,25.13,0.64,0.02,0.7,0.16447766247747586,0.003259725892988785,0.15018240474300387,0.6931543023857197,-1.8279779682218467,True
1083,0.8,3,设计地震第1组+I1,25.13,0.64,0.02,0.8,0.09076820381558093,0.0006509274292806344,0.09798381550598007,0.7897165625926214,-2.534845642828293,True
1084,0.8,3,设计地震第1组+I1,25.13,0.64,0.02,0.9,0.5502932857743895,0.002686530371655005,0.1764273060592063,0.9059687963767934,-2.15597108805207,True
1085,0.8,3,设计地震第1组+I1,25.13,0.64,0.05,0.5,0.30519552011188505,0.05103831776260076,0.3365888620658879,0.5198489699574448,-0.8817845726695854,True
1086,0.8,3,设计地震第1组+I1,25.13,0.64,0.05,0.6,0.19249418521295625,0.02270298468100268,0.18080859766012874,0.6079489630875541,-1.305342504060302,True
1087,0.8,3,设计地震第1组+I1,25.13,0.64,0.05,0.7,0.09402244608120952,0.006380096125454426,0.08852715856229632,0.7058739069505902,-2.100665542182319,True
1088,0.8,3,设计地震第1组+I1,25.13,0.64,0.05,0.8,0.1231335857744037,0.0033736676229064733,0.14314576345045688,0.7973292318083877,-2.068766936538346,True
1089,0.8,3,设计地震第1组+I1,25.13,0.64,0.05,0.9,0.15825905768766296,0.0019685775188250654,0.08475076470338377,0.9059454953475051,-2.236992315238301,True
1090,0.8,4,设计地震第2组+I1,20.94,0.64,0.02,0.5,0.08772040968925066,0.007464587744061557,0.09596551281188065,0.5144738542431387,-1.4734652609135088,True
1091,0.8,4,设计地震第2组+I1,20.94,0.64,0.02,0.6,0.2087365776951356,0.01193635919642716,0.18061895803078232,0.5940929863651081,-1.3899370947942755,True
1092,0.8,4,设计地震第2组+I1,20.94,0.64,0.02,0.7,0.08880214459301639,0.0033559650432762878,0.12019927144199066,0.7122871315752911,-1.6653641841056355,True
