period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
1.2,0,Group1+I0,31.42,0.64,0.2,0.6,0.4146350935646709,0.1864276779655766,0.49894896893127216,0.7045964705900863,103.8214378950989,False
1.2,0,Group1+I0,31.42,0.64,0.2,0.7,0.43082826000015534,0.1964640944669261,0.4998663663844223,0.7042744347504725,3.4971575125357934,False
1.2,0,Group1+I0,31.42,0.64,0.2,0.8,0.3756502806233253,0.050755747418936306,0.3139868127403678,0.7999990487678998,-1.2344399272114728,True
1.2,0,Group1+I0,31.42,0.64,0.2,0.9,0.115205184054394,0.0078506396390593,0.10628024647057424,0.8998462839883918,-2.157791970631676,True
1.2,1,Group2+I0,25.13,0.64,0.2,0.6,0.3998529404396301,0.18517251588661246,0.49972915649010474,0.7052598155846003,104.48712432788439,False
1.2,1,Group2+I0,25.13,0.64,0.2,0.7,0.42401130655412117,0.20566881009442822,0.49982001632183815,0.7052637845273364,4.490073796555419,False
1.2,1,Group2+I0,25.13,0.64,0.2,0.8,0.37817507378077164,0.051414877942426176,0.31596767628144734,0.7999931398224377,-1.237167585841277,True
1.2,1,Group2+I0,25.13,0.64,0.2,0.9,0.10841558914041366,0.00797034811929387,0.09800357517605388,0.8999947830070032,-2.1666237233498813,True
1.2,2,Group3+I0,20.94,0.64,0.2,0.6,0.39700026958063345,0.21256568599590192,0.4999585747712638,0.7061680026030611,105.40889923209778,False
1.2,2,Group3+I0,20.94,0.64,0.2,0.7,0.370944866429809,0.19355558892422303,0.4998223111006962,0.7060268156767999,5.274410784598754,False
1.2,2,Group3+I0,20.94,0.64,0.2,0.8,0.32035071522128106,0.046468072331966044,0.30548537977763085,0.7999999920930181,-1.2503722844587086,True
1.2,2,Group3+I0,20.94,0.64,0.2,0.9,0.11286140275322423,0.007849171874659834,0.10384769147407549,0.8998701411708856,-2.175429945364083,True
1.2,3,Group1+I1,25.13,0.64,0.2,0.6,0.38328628384801106,0.21182922589524428,0.4999208450305588,0.7053405512942595,104.59830928036202,False
1.2,3,Group1+I1,25.13,0.64,0.2,0.7,0.4051784590079578,0.20548250832382603,0.49951061605677927,0.7051713081705402,4.409767966143307,False
1.2,3,Group1+I1,25.13,0.64,0.2,0.8,0.337932446367787,0.04693109612064207,0.3136890800846976,0.7999998892606897,-1.2425913731929168,True
1.2,3,Group1+I1,25.13,0.64,0.2,0.9,0.11777096285585673,0.00800310832266671,0.10531386144926938,0.899655716594344,-2.1621862160574445,True
1.2,4,Group2+I1,20.94,0.64,0.2,0.6,0.40255884231090117,0.18061303616483562,0.4995853826341835,0.7062197146472221,105.43257994511696,False
1.2,4,Group2+I1,20.94,0.64,0.2,0.7,0.3933903068057832,0.18697345535417578,0.4995380490949459,0.7059713195123353,5.196516035121234,False
1.2,4,Group2+I1,20.94,0.64,0.2,0.8,0.3473939759559705,0.050794244569454264,0.3010738536875524,0.7999970680118216,-1.2471598492625995,True
1.2,4,Group2+I1,20.94,0.64,0.2,0.9,0.11580161793456084,0.008049689353252789,0.10629028240278784,0.8988506149462413,-2.158793217901732,True
1.2,5,Group3+I1,17.95,0.64,0.2,0.6,0.3941958188794398,0.1772952702238451,0.4999835938212811,0.7064129830093083,105.6213182907299,False
1.2,5,Group3+I1,17.95,0.64,0.2,0.7,0.37576187541992173,0.19240125555397952,0.49954193829807547,0.7063037688633677,5.538823247173544,False
1.2,5,Group3+I1,17.95,0.64,0.2,0.8,0.34058901794474206,0.04935798122522207,0.3041153297441502,0.7999994981716008,-1.2572650590054861,True
1.2,5,Group3+I1,17.95,0.64,0.2,0.9,0.11564442558454135,0.007937468706629704,0.10289670680309396,0.9000201126417378,-2.1654368285110865,False
1.2,6,Group1+II,17.95,0.72,0.2,0.6,0.391909228235145,0.18721346091052085,0.49977681040431277,0.7049329800994736,104.15565821277502,False
1.2,6,Group1+II,17.95,0.72,0.2,0.7,0.3788512437747838,0.18901105506734633,0.4999896734951388,0.704891536029007,4.125896204543071,False
1.2,6,Group1+II,17.95,0.72,0.2,0.8,0.3380538982825499,0.047132448064274315,0.310622726539116,0.7999088835739585,-1.2599306857722492,True
1.2,6,Group1+II,17.95,0.72,0.2,0.9,0.10893330763628076,0.007919907687901075,0.09843017307564875,0.8996307740875965,-2.185540322372922,True
1.2,7,Group2+II,15.71,0.72,0.2,0.6,0.371394456816444,0.1831203577387386,0.4991066455707944,0.7043692371367555,103.59925239832445,False
1.2,7,Group2+II,15.71,0.72,0.2,0.7,0.3636174886063393,0.18506381936466423,0.49936452507025786,0.7044095585781763,3.6477695445328537,False
1.2,7,Group2+II,15.71,0.72,0.2,0.8,0.3223872643798115,0.048715666662390036,0.28892898990108057,0.7999918775037237,-1.269292487048693,True
1.2,7,Group2+II,15.71,0.72,0.2,0.9,0.11648936613086375,0.007896840690029274,0.10486869670255031,0.8989678001638977,-2.192210812081949,True
1.2,8,Group3+II,13.96,0.72,0.2,0.6,0.38475357884449357,0.1730866159958633,0.4994653388778171,0.7027508456297522,101.95763687562518,False
1.2,8,Group3+II,13.96,0.72,0.2,0.7,0.35405112934876654,0.18118015946716307,0.49996571242758203,0.7027806451393237,2.0212872341237706,False
1.2,8,Group3+II,13.96,0.72,0.2,0.8,0.307925128593762,0.044475801951822665,0.29433294824261885,0.7999219315646396,-1.2877664722934172,True
1.2,8,Group3+II,13.96,0.72,0.2,0.9,0.12319960491061063,0.007901013015225724,0.10824681979785591,0.8988858503617413,-2.1995829847668094,True
1.2,9,Group1+III,13.96,0.8,0.2,0.6,0.38110314451569,0.17400598040232032,0.4996627494642548,0.7012224394212495,100.43976647400144,False
1.2,9,Group1+III,13.96,0.8,0.2,0.7,0.35415507984964206,0.1780189600291693,0.4996680989812031,0.7015654302894757,0.8095631100714725,False
1.2,9,Group1+III,13.96,0.8,0.2,0.8,0.32919260237065184,0.045166023748606794,0.30062346608375706,0.7999893114071687,-1.2864846810449224,True
