period,site_no,site_name,wg,xig,stru_damping,gamma_t,miu,zeta,kappa,gamma,alpha,ok
0.2,0,Group1+I0,31.42,0.64,0.02,0.6,1.989467129072052,0.4977455287835826,0.3501599855744836,0.8501826593468507,249.4969295562437,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.7,1.997190058220886,0.4975760653253803,0.3418351388251057,0.8499097662917763,149.21706294160828,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.8,1.999801091849063,0.4984711855422137,0.3662791977268337,0.8502749741266667,49.60009054915332,False
0.2,0,Group1+I0,31.42,0.64,0.02,0.9,1.9999938756227265,0.1134850250703845,0.1689348693033288,0.8999980691978227,-1.3103240676537218,True
0.2,0,Group1+I0,31.42,0.64,0.04,0.6,1.9814302101039525,0.4974678009371132,0.3401817655590439,0.8490325201630713,248.3419823153976,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.7,1.9991102591123813,0.4957660137976112,0.3510802515012063,0.8489552210662638,148.27063754759524,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.8,1.9803739561899527,0.4973659589494162,0.33803404626301,0.8490720400495911,48.37996303571065,False
0.2,0,Group1+I0,31.42,0.64,0.04,0.9,1.999499253926796,0.1099250780034822,0.1755412768653225,0.89999908880575,-1.3285908397411592,True
0.2,0,Group1+I0,31.42,0.64,0.06,0.6,1.9952344968737457,0.4986476823486042,0.3540103041233167,0.8474511346014545,246.77167876324563,False
0.2,0,Group1+I0,31.42,0.64,0.06,0.7,1.9983719661771209,0.4999137148248213,0.3205776187863591,0.847515414029065,146.81053469013582,False
0.2,0,Group1+I0,31.42,0.64,0.06,0.8,1.9977853074587333,0.498983897253631,0.3390402471876181,0.8472761469653795,46.58527918189312,False
0.2,0,Group1+I0,31.42,0.64,0.06,0.9,1.999913521110689,0.1043161839889911,0.1684798921418173,0.8999976376973541,-1.3510335878356026,True
0.2,0,Group1+I0,31.42,0.64,0.08,0.6,1.9856744631591232,0.4995817243990559,0.3415722972388907,0.8464094403655916,245.7235840751692,False
0.2,0,Group1+I0,31.42,0.64,0.08,0.7,1.993652090406612,0.499645166093784,0.3394375792061921,0.846229803789991,145.54154393560182,False
0.2,0,Group1+I0,31.42,0.64,0.08,0.8,1.9959414750186408,0.4990436285591666,0.3215898174284371,0.8466658410497768,45.96341806438272,False
0.2,0,Group1+I0,31.42,0.64,0.08,0.9,1.9999504685400071,0.1008336708073865,0.1693685229028541,0.8999988158481219,-1.3679487845333669,True
